collector_number,extras,language,name,oracle_id,quantity,scryfall_id,set_code,set_name
"200","","en","Goblin Anarchomancer","e9319f13-1f2b-429c-9d61-e58a3cbec86a","2","633a3423-501d-4b22-95a6-743233be521e","mh2","Modern Horizons 2"
"150","foil","en","Blessed Respite","8c888122-9d05-4641-931c-83f771ba9d09","1","2217881d-26dc-44c0-81d8-8c78c44bc5f0","mh2","Modern Horizons 2"
"129","","en","Glimpse of Tomorrow","12778951-7b11-400b-98ed-06434d7ecc11","1","7ee1fcbc-3573-42c5-b3e3-1f44a6400cd0","mh2","Modern Horizons 2"
"27","","en","Sanctifier en-Vec","810d3afe-c644-444f-a4d9-88b323f0b581","1","f8c3cca4-23c0-4c14-ab56-51ba011f5974","mh2","Modern Horizons 2"
"298","","en","Nevinyrral's Disk","96230edf-568a-47dd-b877-9d92aa58fac8","1","5c9e6af4-522c-4dfa-895a-6946fe983e3c","mh2","Modern Horizons 2"
"203","","en","Lazotep Chancellor","c3e67b8f-1c91-4a2f-b924-35bbaff4bab9","1","82e68f3d-ef94-4651-a256-c72017f64b21","mh2","Modern Horizons 2"
"56","","en","Raving Visionary","83157972-3a0b-40e2-a80a-7bfb2a8627ee","2","347cee3a-6e0e-43c2-85e5-531b19297c3d","mh2","Modern Horizons 2"
"162","","en","Gaea's Will","87efff06-b6cb-4a8f-937b-e50e367fd896","1","488996b2-06c8-4866-bf0d-4664640c2be1","mh2","Modern Horizons 2"
"266","","en","Soul Snare","52bd4331-67b6-4eb8-9566-e00359889fc6","2","5da64eec-d8a9-4156-9d26-56f81e1ffc44","mh2","Modern Horizons 2"
"135","","en","Mine Collapse","83df0f44-86ca-4adb-9f3a-da1ba6dd7a6d","4","56e2e8b5-660d-4469-a4fe-2367dfadb709","mh2","Modern Horizons 2"
"127","","en","Galvanic Relay","973c684c-a396-4e40-8aaa-365bc64a6f9a","4","06373318-e548-4664-b227-17e3b6fd0a88","mh2","Modern Horizons 2"
"229","","en","Monoskelion","c16d79d9-c159-421f-90a2-13313a1de5f6","1","4736aae2-5136-4f8f-9283-baf6b542a6a8","mh2","Modern Horizons 2"
"299","","en","Patchwork Gnomes","00ad27a1-9162-408d-ac75-970e45d7e06c","2","3002ccef-5322-4f99-9fce-3b4303347240","mh2","Modern Horizons 2"
"184","","en","Arcbound Shikari","acb8d6a0-4bbd-4a42-bcac-3656367cc051","2","8d54c510-19bf-4da4-a51b-1caadf960654","mh2","Modern Horizons 2"
"97","","en","Profane Tutor","27a1f42c-0b86-4609-9609-1fa9cab7e7c9","1","2afc6f7d-ab59-4d64-bd11-6bd0fd4bfcd2","mh2","Modern Horizons 2"
"31","","en","Skyblade's Boon","a03a9ddb-595a-4dff-b7cb-7ad60655f1ee","2","e5705397-525b-4106-92ab-fe8ec9f561a2","mh2","Modern Horizons 2"
"178","","en","Thrasta, Tempest's Roar","19d258fb-4cda-4cbb-b07a-8b4670488867","1","6172da14-9a87-4cf9-aff5-aca3470a67ef","mh2","Modern Horizons 2"
"272","","en","Bone Shredder","69aa1ac7-17da-4fc9-a3dc-df8a52841f4a","1","63d0b5f0-ed45-4b30-9c24-1c12011e3513","mh2","Modern Horizons 2"
"20","","en","Lens Flare","e39bcfb8-cc45-42ab-a4b6-003f44d6b578","3","7d92f037-a121-428a-ac53-98437366ecfd","mh2","Modern Horizons 2"
"93","foil","en","Necrogoyf","e034a02d-3482-44eb-90dc-c38be104197f","1","f200ea9a-198b-4ba2-ad2b-ea4a133b7f40","mh2","Modern Horizons 2"
"72","","en","Tide Shaper","cf4be71e-0a9a-47a3-b0ec-43e04c3c07a0","2","2ff414bc-6736-428b-bb60-9d62793a5ae5","mh2","Modern Horizons 2"
"228","","en","Liquimetal Torque","b7d4b7dd-fbb1-4ca3-875f-ef13a95e66ad","1","13c6101a-da40-4785-8ccb-4e779bbbdb55","mh2","Modern Horizons 2"
"236","","en","Sol Talisman","867f0cdf-cf75-40f0-bf1e-ccb92e55e9a3","1","a51fb64d-cc0c-400d-971f-78c28d42043b","mh2","Modern Horizons 2"
"277","","en","Chance Encounter","8bd33b5c-0777-41ef-9e17-fb30ce69ec25","1","49a4b0c9-a35b-4b55-ab27-7246bbca0d16","mh2","Modern Horizons 2"
"142","","en","Spreading Insurrection","bc59977f-b3a7-4bc1-9f20-0a1e36d418ae","1","f1c1918b-2f7a-4cab-9547-029ebc589000","mh2","Modern Horizons 2"
"119","","en","Captain Ripley Vance","eefeeab1-b9f2-451a-9250-eb7b54d00fc1","1","71052204-d35c-4603-9af6-a1691f438d48","mh2","Modern Horizons 2"
"34","","en","Thraben Watcher","53cd9d9f-c1a7-404e-9934-4542415e3431","1","5b4e0e11-2f16-42ad-b835-c9410c4bd7e3","mh2","Modern Horizons 2"
"94","","en","Necromancer's Familiar","ce8833ea-5f58-4ab9-b33d-8972f2215574","1","e4dfb84f-582a-4fe2-9710-8b480a268571","mh2","Modern Horizons 2"
"210","","en","Rakdos Headliner","a8828c17-190b-4e64-a0f2-8d14c013d692","1","aad6576b-605c-4007-a2a7-0d7550520d6d","mh2","Modern Horizons 2"
"380","","en","Urza's Saga","4c6a0c30-b547-4eff-8ff4-0ca25803c076","1","2138dfbb-a4e3-49db-b908-95d0b2b7e82f","mh2","Modern Horizons 2"
"138","","en","Ragavan, Nimble Pilferer","37108cd4-bbab-4ce3-9ed6-f60e8422e703","1","a9738cda-adb1-47fb-9f4c-ecd930228c4d","mh2","Modern Horizons 2"
"268","","en","Sea Drake","44d1029f-604e-44d6-89f6-bd18344f5d79","1","5a8b69ff-22ef-451f-8322-b54eec79bacf","mh2","Modern Horizons 2"
"431","","en","Scion of Draco","fd547632-a29a-4dad-a9da-155882391815","1","24b3983d-93aa-4a33-a064-23c87ab6ed51","mh2","Modern Horizons 2"
"207","","en","Piru, the Volatile","dcd13eab-7ed7-4e95-bdae-d140c1ff84df","1","6e82d946-1efb-4253-84ab-93c88d2d1d84","mh2","Modern Horizons 2"
"303","","en","Riptide Laboratory","444d50dd-a44a-42db-bbf6-d0978e3bd6a3","1","25a9cb87-e572-4885-8561-1d4b158ec7e4","mh2","Modern Horizons 2"
"115","","en","Blazing Rootwalla","d43f5977-0532-4653-bc57-ce29f9a531c9","1","4404fc9c-ef02-479c-9638-0cc163f0b48f","mh2","Modern Horizons 2"
"84","","en","Feast of Sanity","af384946-e22a-45cd-ba07-1a5fbd4a3f0c","1","9f71309d-1b62-461d-b939-87f2932937a7","mh2","Modern Horizons 2"
"53","","en","Mystic Redaction","c2e54e13-dad5-4d01-850f-a1735eea54ae","1","f2f6615e-194d-43aa-815a-34dca2ff4fea","mh2","Modern Horizons 2"
"45","","en","Ghost-Lit Drifter","c8618fec-e124-4f42-b440-0f41a7de3d1f","1","5a8cd89e-d849-4107-a629-98eae4c91489","mh2","Modern Horizons 2"
"59","","en","Rishadan Dockhand","3d199876-09f3-4e14-8598-79f0ec2afafa","2","fc488a4c-2885-4727-8317-da93aee8fced","mh2","Modern Horizons 2"
"296","","en","Extruder","93cc6425-a13b-4b32-bb8f-fdc9bfa0ef9b","1","e94e53f0-cfca-4b40-9867-94ea771463cd","mh2","Modern Horizons 2"
"124","","en","Flame Blitz","817eb91a-e3b4-40c3-9a6e-e4d0387e0f4f","2","a93c6ba8-666b-4c05-8137-8ffa1d5d928b","mh2","Modern Horizons 2"
"289","","en","Chainer, Nightmare Adept","14f6fcb0-bed4-4a38-b7df-1e438d81bedb","1","d8089e7f-7619-43fe-8e0b-31ce5d988a1b","mh2","Modern Horizons 2"
"90","","en","Legion Vanguard","9f2c8398-1606-400b-a593-2635656e8c4b","1","d0ac1b48-dcfd-48a1-b999-ccc642596d28","mh2","Modern Horizons 2"
"79","","en","Clattering Augur","d88f249f-5bf1-448a-91d1-f81538dfd475","1","a22dd28d-eb65-410a-af17-51b5064c6033","mh2","Modern Horizons 2"
"179","","en","Timeless Witness","a52a06aa-56fc-4845-bbcd-a54f16369b34","1","f22c07e2-91d2-4edb-bd2b-cca6d4cefcc9","mh2","Modern Horizons 2"
"108","","en","Vile Entomber","556dd333-4066-41f7-98f6-41794754de71","2","d890ae71-da2b-44fa-8cfa-9c3016c9f696","mh2","Modern Horizons 2"
"30","","en","Serra's Emissary","7a56c6e1-0509-4783-9b29-cf3163977166","1","b6534049-3045-4546-b1e8-e5b1b0df5f56","mh2","Modern Horizons 2"
"283","","en","Enchantress's Presence","795b096a-2bce-4588-a2c9-abc5ea40dc0c","1","d18d62bc-5f3c-4b3b-88f2-693249635349","mh2","Modern Horizons 2"
"184","","en","Ulvenwald Mysteries","6588ea9a-658f-40d9-a64b-3a418ab81183","1","1614bad6-07db-4a7c-8336-3ac3db393689","2xm","Double Masters"
"98","","en","Radiant Epicure","cdea4344-24b6-4659-a830-c51d4b348af5","1","48c99e55-c605-4519-a52a-39dfdbabb44a","mh2","Modern Horizons 2"
"106","","en","Unmarked Grave","134dfb35-0c32-4143-aa63-7701f406b59e","1","492b368b-de32-45c1-8459-238aae54f9fc","mh2","Modern Horizons 2"
"302","","en","Mishra's Factory","5963e0ef-e0bc-4611-ad4f-813a4c0eacfb","1","9e5d6972-3f64-486c-a325-7351b910dafe","mh2","Modern Horizons 2"
"74","","en","Archfiend of Sorrows","fe84966e-0f0c-4df8-b61c-e9693492dfd8","1","f4d089f1-718e-4853-a634-64114735fba5","mh2","Modern Horizons 2"
"110","","en","Young Necromancer","17455491-c295-4130-99b4-1b5c6ac1cd25","1","84b5f6da-5e0f-4cce-92fe-7aa69124e265","mh2","Modern Horizons 2"
"201","","en","Graceful Restoration","59bfeacc-f80b-49fc-8a35-f7e1ad905161","1","f03d7c3c-02f2-4c42-bcfa-0b83de30f607","mh2","Modern Horizons 2"
"225","","en","Diamond Lion","7ea9bb3b-76e9-4150-9e4f-1cd3abfe8ad7","1","317a8ed5-1ec2-4a5d-a606-8c6ba781c8a3","mh2","Modern Horizons 2"
"269","","en","Seal of Removal","f0801029-bcf7-4bdb-84bf-e88dcaa9dc03","1","6dfc7060-e374-486f-8029-d3fdfe4b61e7","mh2","Modern Horizons 2"
"266","","en","Prismatic Geoscope","be838f57-4e74-44ad-aee1-506e63b0ff37","1","a0ff3a46-b468-432e-8a28-816dcc6b605a","plist","The List"
"304","","en","Dakkon, Shadow Slayer","335b5302-2272-405a-b2b8-3943b3df335f","1","4538baaf-cb79-45f8-a06b-9f5e773920fa","mh2","Modern Horizons 2"
"203","foil","en","Lazotep Chancellor","c3e67b8f-1c91-4a2f-b924-35bbaff4bab9","1","82e68f3d-ef94-4651-a256-c72017f64b21","mh2","Modern Horizons 2"
"263","","en","Karmic Guide","8c31fec9-e4b3-4761-990e-7be38eb05604","1","915b4638-b1ec-4045-80e6-f05fb1e2a87c","mh2","Modern Horizons 2"
"158","","en","Fae Offering","885d68de-db97-4c9e-bb44-8e561a482dde","1","9de8307a-7da3-4a4c-98dc-d6624b1f869d","mh2","Modern Horizons 2"
"143","","en","Strike It Rich","c34c17c7-3827-49a2-be25-67f44fdfe150","1","1c7c2814-a617-4123-acdf-1b01b2768210","mh2","Modern Horizons 2"
"212","","en","Road // Ruin","f18d8939-7ee8-4a44-a1c8-6ae3a08f52fd","1","f336b4d4-9a84-4a87-a8ea-a83a842890ee","mh2","Modern Horizons 2"
"133","","en","Kaleidoscorch","b02bd695-ec7f-47be-b797-e2b4b309cc2a","1","a5f07603-fd79-437a-9b12-495fc5a39b68","mh2","Modern Horizons 2"
"25","","en","Prismatic Ending","2cb98ca9-d7bb-416b-a17e-ee5f8e4d78f2","1","825969b9-3c70-4fca-8cab-696e9ca7cdb2","mh2","Modern Horizons 2"
"244","","en","Arid Mesa","c5acf2a5-40f4-433d-a74d-1cb56c521464","1","25ac5405-df7b-4097-914a-022cb18e20d4","mh2","Modern Horizons 2"
"14","","en","Glorious Enforcer","3dcbbbeb-4efe-4363-bfb4-b7d7f803bafa","1","de1365aa-e814-471b-8c9e-cf4c5011bcc3","mh2","Modern Horizons 2"
"120","","en","Chef's Kiss","3d177c04-9aa3-44b8-bbe4-df5de23a4ce6","1","c936ebbd-512a-49a6-ab23-16ac34b4a3a9","mh2","Modern Horizons 2"
"274","","en","Greed","1ff62220-be95-4901-b8d8-812b9a1a1b0a","1","851f8d1f-163c-4c4f-beee-431b64ec8a99","mh2","Modern Horizons 2"
"374","","en","Rakdos Headliner","a8828c17-190b-4e64-a0f2-8d14c013d692","1","2caad15a-b567-47b5-b055-e52bfed5b889","mh2","Modern Horizons 2"
"150","","en","Blessed Respite","8c888122-9d05-4641-931c-83f771ba9d09","1","2217881d-26dc-44c0-81d8-8c78c44bc5f0","mh2","Modern Horizons 2"
"177","","en","Terramorph","17a34f8d-a80f-4331-8be5-06cbb9d10d7b","1","28b08596-f6c7-4366-a4ed-21a11fbc901a","mh2","Modern Horizons 2"
"260","","en","Verdant Catacombs","67d60b24-d429-4ded-90d9-06e49f28c396","1","94c229ea-90da-4aa0-bfda-b162fb3b5b8b","mh2","Modern Horizons 2"
"293","","en","Sterling Grove","2c275a85-5a15-46cd-a6e7-add63f9b853d","1","ba03e105-a76c-4769-a35a-d780448890ec","mh2","Modern Horizons 2"
"174","","en","Squirrel Sanctuary","693d20e9-ad92-44ad-9190-d247c94660eb","1","ed6ab503-5e9a-4339-a0e7-a909b2908f41","mh2","Modern Horizons 2"
"105","","en","Underworld Hermit","f7f4ddc9-cea0-42f9-bbca-2ad87a24bfc8","1","c4f1a23a-084a-429b-823a-a8e7e5f26e0d","mh2","Modern Horizons 2"
"204","","en","Lonis, Cryptozoologist","0ee06ed0-717a-4bfa-b634-d00e013c1f16","1","5dfd08da-6717-49ee-94ba-2562224f5baa","mh2","Modern Horizons 2"
"297","","en","Millikin","fa4dffda-6f04-4d0b-829d-28a1a5794dee","1","513ba8b6-9583-405f-84a5-9d2ca42f9597","mh2","Modern Horizons 2"
"164","","en","Glinting Creeper","0e252f94-7731-45e1-bdbb-1bd11441577e","1","1bad2438-0b98-4b07-bba9-dff26aa1fc3a","mh2","Modern Horizons 2"
"70","","en","Sweep the Skies","7596fe49-c9cf-4415-ac1b-156cbbf9604e","1","e22dcb4e-ac39-4bee-b8d0-1b6ed038834e","mh2","Modern Horizons 2"
"116","","en","Bloodbraid Marauder","25ca4b6c-2c4a-40f1-aee8-3bd373572eb7","2","6286fd93-bb97-4721-8a40-1c5a884c2edb","mh2","Modern Horizons 2"
"264","","en","Seal of Cleansing","a75dbe70-7e3e-446f-9a76-9fbb414f2e7c","1","27885a9a-3bcd-476d-97a9-acaec0553a60","mh2","Modern Horizons 2"
"376","","en","Road // Ruin","f18d8939-7ee8-4a44-a1c8-6ae3a08f52fd","1","edf8a080-2327-4ae0-97bc-ed488a619797","mh2","Modern Horizons 2"
"45","foil","en","Ghost-Lit Drifter","c8618fec-e124-4f42-b440-0f41a7de3d1f","1","5a8cd89e-d849-4107-a629-98eae4c91489","mh2","Modern Horizons 2"
"37","","en","Sunscape Battlemage","c8fd2232-e499-4889-a2ca-e486ea87d02b","1","e7c51bb7-72b6-40aa-a67d-70e69ffb349b","plist","The List"
"221","","en","Batterbone","389d459d-446a-4b84-82b2-a30fe6ced11f","2","94266c32-774f-42fa-84d7-7b646c950587","mh2","Modern Horizons 2"
"191","","en","Combine Chrysalis","a1cee8d7-f619-47b4-ba8c-faf3106d4e41","2","f7d54ec2-a458-4e13-97b8-be99b7338548","mh2","Modern Horizons 2"
"23","","en","Out of Time","8491de1e-dc37-4a89-b4f7-56a2c668f0fc","2","053d6b3b-72d4-4a55-a79e-0a601aecf108","mh2","Modern Horizons 2"
"214","","en","Sythis, Harvest's Hand","0fc64fd6-f057-4056-9dca-47accb7ff036","1","0babfe00-9bad-48fc-b3b1-df8280242fd2","mh2","Modern Horizons 2"
"278","","en","Flame Rift","28479aa8-d1cd-421a-8bbb-0594bb4dd410","1","e63ed449-d249-4639-85d2-f8fe75496d5c","mh2","Modern Horizons 2"
"423","","en","Entreat the Dead","2de6c3d9-1759-40a2-99c6-8cbe17b4bcdd","1","619f1986-9344-46ba-bcd3-906a84f87472","plist","The List"
"240","","en","The Underworld Cookbook","37d5c720-d090-44bc-91df-0a7bab79a03e","4","039d62b0-3309-4424-a2ea-5a0d88d4bd72","mh2","Modern Horizons 2"
"41","","en","Filigree Attendant","ab7c9e72-8f30-47f7-918c-cd3c0593d704","2","e0cb828c-a19b-4e6d-853f-85e5ea7cadf8","mh2","Modern Horizons 2"
"73","","en","Vedalken Infiltrator","1d6aa6ab-7cfc-463f-a8ba-007058933ebf","2","9ddfc6a8-7880-4810-8c0a-d9ea931138f2","mh2","Modern Horizons 2"
"195","","en","Ethersworn Sphinx","71366469-04ea-4526-bf24-7abc02fdc5ab","2","315ae21a-4d95-488e-812b-0d018219af6c","mh2","Modern Horizons 2"
"71","","en","Thought Monitor","9deded8b-cec4-4ede-a50b-131404d456d4","1","996c1952-8d10-4296-8960-ff8993833649","mh2","Modern Horizons 2"
"430","","en","Ornithopter of Paradise","3a940dfa-a026-4969-8981-ef90cdfbe9ef","1","23ac45cf-4dc8-47b9-8ca8-e72464f745d6","mh2","Modern Horizons 2"
"136","foil","en","Mount Velus Manticore","f434590f-3a5d-47dd-8ed0-d2a43a521f86","1","667a356c-b10d-42f2-bb2f-c3fd9affa4bd","mh2","Modern Horizons 2"
"51","","en","Mental Journey","94e71162-7c9d-46f4-90e8-413a1b08a198","2","0ec38124-46ae-4a38-aab2-8a73cc22b1ef","mh2","Modern Horizons 2"
"145","","en","Unholy Heat","b23cba46-6ed2-442d-bc39-7c4933f6b083","2","2b73d294-6ab1-4051-9b0f-d8e335d37674","mh2","Modern Horizons 2"
"131","","en","Gouged Zealot","35b30274-bf8c-4d3c-b738-f9e62cdd5156","2","5c0595a6-a9e5-4ea8-b733-382e6c365759","mh2","Modern Horizons 2"
"43","","en","Foul Watcher","b50dd71f-3664-41d2-be06-57729064a591","2","71d00175-5e5e-40dd-a71b-5ba56d763134","mh2","Modern Horizons 2"
"37","","en","Aeromoeba","1e276998-9c54-4d68-a901-657853312d06","3","2a304f7e-0b9e-4ef6-9ad8-34350839f7d9","mh2","Modern Horizons 2"
"226","","en","Fodder Tosser","feb34b5a-d51e-42d7-90c6-c5c84ff00c4e","2","fd401525-b874-4af2-99a3-c2c83e22547e","mh2","Modern Horizons 2"
"140","","en","Skophos Reaver","4bc0bdd5-32da-46df-b624-29a709efc676","3","32691e3f-dea9-45ac-96fe-96b34d5116a9","mh2","Modern Horizons 2"
"146","","en","Viashino Lashclaw","02358f98-99d5-45a3-b7e3-f2cbf08fa52c","2","3457e346-a5de-4624-b577-f59d4c186537","mh2","Modern Horizons 2"
"139","","en","Revolutionist","d00607b1-77ce-4b89-ad04-763d0d390c5c","3","bb8f3008-a3ba-4f73-afa6-ad81074b3196","mh2","Modern Horizons 2"
"122","","en","Faithless Salvaging","0366ccfd-c717-4ea2-8176-86e184f920f4","2","c6ed4077-4ed5-48fb-91c9-a9195d652978","mh2","Modern Horizons 2"
"406","","en","Galvanic Relay","973c684c-a396-4e40-8aaa-365bc64a6f9a","1","ad0a4bba-4512-4718-89b5-f02331f3aa5f","mh2","Modern Horizons 2"
"127","foil","en","Galvanic Relay","973c684c-a396-4e40-8aaa-365bc64a6f9a","1","06373318-e548-4664-b227-17e3b6fd0a88","mh2","Modern Horizons 2"
"155","","en","Deepwood Denizen","4a6887e3-7a65-4f24-be71-183b00a0ad56","1","333f02f7-3b8a-41e3-9ae5-2151539e64ad","mh2","Modern Horizons 2"
"258","","en","Thornglint Bridge","99720c65-be96-4220-8ed4-720660bf6928","1","9d483643-6a11-47f7-a0aa-190e0179525f","mh2","Modern Horizons 2"
"188","","en","Captured by Lagacs","db1a29f9-1608-4502-a366-89048c2e9bda","1","7ce1c2a8-688b-4f63-8d58-e325efc6052a","mh2","Modern Horizons 2"
"17","","en","Knighted Myr","dfee20a6-7737-49a8-b1cb-0a4914ac0ad3","3","ee638303-fa02-41b6-8954-156544566b57","mh2","Modern Horizons 2"
"230","","en","Myr Scrapling","1a4ffc1e-2f5e-446a-b1e8-32385b3c083b","1","5b9072a5-bd7f-4007-a34a-ebe251c95356","mh2","Modern Horizons 2"
"395","","en","Bone Shards","6e760cfe-45b9-4a3f-b2e2-4ca6ec2bd13a","1","15299d85-ee28-41a3-9952-f50e8e1d40eb","mh2","Modern Horizons 2"
"382","foil","en","Marble Gargoyle","8a1fd464-760c-43d9-829a-424945d91eb9","1","1e9900b8-da89-433b-ada5-f17c82e60c64","mh2","Modern Horizons 2"
"104","","en","Tragic Fall","1b7e325d-24ee-42e3-b06f-6c91ec5280c3","2","affc1d27-55f6-46e9-a67c-f15b6832813d","mh2","Modern Horizons 2"
"88","","en","Hell Mongrel","64aa732c-d939-48c7-b1d6-c73fa1eedb40","2","f7da32a3-8e33-4603-abd2-8db144062f6a","mh2","Modern Horizons 2"
"246","","en","Drossforge Bridge","44b83535-fdbf-4307-bf53-ca20470a768d","2","5b46b8d8-723a-4752-b97d-29ef83bd294c","mh2","Modern Horizons 2"
"215","","en","Terminal Agony","b69e68e7-0612-40f8-a40a-9c4e77653442","4","314e94ad-0e12-48bb-aae1-2c842943114a","mh2","Modern Horizons 2"
"99","","en","Sinister Starfish","58321467-41d6-4419-bcb2-cd3e60f677b3","3","db209732-c290-4999-a1aa-2369dfa8790c","mh2","Modern Horizons 2"
"3","","en","Arcbound Mouser","5e59199c-facc-46b4-9681-988de0cfaba2","1","9d66e724-49ee-4f08-a160-584350de1d95","mh2","Modern Horizons 2"
"239","","en","Tormod's Cryptkeeper","8c846841-1b44-4bc5-b803-76baaa217548","2","05900f1d-f065-4656-a8a2-2f719d3fdea8","mh2","Modern Horizons 2"
"6","","en","Blacksmith's Skill","5c5b308c-07d5-422a-8b45-b8b19cb967ca","1","31506792-d0ab-4c13-9ab8-6fa433220dbf","mh2","Modern Horizons 2"
"65","","en","Steelfin Whale","a35ff288-0ba0-47de-9848-4ff4bef6b91b","1","7e7ca8b6-d7e0-4af2-a578-bf45a8731c19","mh2","Modern Horizons 2"
"167","","en","Jade Avenger","177248b7-f3fd-42f8-b325-2625a2bb28ff","2","f81500be-c959-4f38-bcf2-d63519168f67","mh2","Modern Horizons 2"
"381","","en","Blacksmith's Skill","5c5b308c-07d5-422a-8b45-b8b19cb967ca","1","37304f74-a925-444c-bff6-7811f7f06966","mh2","Modern Horizons 2"
"109","","en","World-Weary","de6e0f80-3a9e-4499-aec1-2513a0264538","2","6c7c1b08-3184-478f-92be-88db6cda33c5","mh2","Modern Horizons 2"
"196","","en","Foundry Helix","f4f66558-3c99-4488-ad2d-90626a922042","1","9c54b7c6-f94c-4349-8725-319c54240409","mh2","Modern Horizons 2"
"253","","en","Rustvale Bridge","a3faf70d-c034-4692-9e92-1922029e3852","1","2207467a-b82a-47ae-8867-15a859328fe9","mh2","Modern Horizons 2"
"111","","en","Arcbound Slasher","bf86376d-474d-4658-8cf3-d0e2a01cdfff","1","dcafff1a-e220-40ff-8c00-de6037219bc6","mh2","Modern Horizons 2"
"144","","en","Tavern Scoundrel","68c4f86f-ff12-44a6-8f18-f2ee9753b2cd","1","55082c8a-d792-4cd8-94b1-d80c65804463","mh2","Modern Horizons 2"
"354","","en","Abundant Harvest","34841228-31ac-48ac-b6d6-486b5e1e07dd","2","ae42f372-2a17-4905-99d1-3371ca0ed6ae","mh2","Modern Horizons 2"
"18","foil","en","Landscaper Colos","144bef8b-3583-4e98-9285-a1965e7e17f8","1","f45a9e86-133e-4626-a239-73ef88d9ae12","mh2","Modern Horizons 2"
"112","","en","Arcbound Tracker","ff86f385-dc3e-4bfe-83e7-9229afab4aa9","2","881175c4-fee5-4c39-ad25-145ef73569ce","mh2","Modern Horizons 2"
"128","","en","Gargadon","73f808f0-3d56-46c9-967b-d452bb3611af","5","4b672c59-7376-455d-961e-ce94d47a5ca4","mh2","Modern Horizons 2"
"170","","en","Rift Sower","f9deeea1-bf80-4832-aac3-373fc1f4b41d","1","97dbd212-f1e8-429a-bf00-b2ea966d880e","mh2","Modern Horizons 2"
"256","","en","Slagwoods Bridge","e040a8e6-b90c-42d1-a1b1-771d954c61ab","1","e51b48e9-a75a-4acd-9462-5e1ac2b0d803","mh2","Modern Horizons 2"
"392","","en","Step Through","c4fa89c7-f00d-42ef-bd67-407a288cd054","1","c5688978-1744-4986-bda3-09629541b827","mh2","Modern Horizons 2"
"193","","en","Dihada's Ploy","cc929343-db65-43d5-9bf6-9f0bd77c2cd8","2","9091e8dc-b546-4b74-9dc9-aef55f60d13a","mh2","Modern Horizons 2"
"36","","en","Unbounded Potential","d9ae08cf-eef0-407a-ad2c-08b4c89f99f0","2","9955a344-dcd8-404d-9757-f62ed158ba22","mh2","Modern Horizons 2"
"8","","en","Break Ties","1e44bb4e-aeea-4f43-9cbd-4c24a9b6b022","2","723ec2ef-aa82-449d-88b0-405d06454fc2","mh2","Modern Horizons 2"
"4","","en","Arcbound Prototype","ac1003b4-1f7c-4801-9dd3-5cb7d9881af8","1","1cb0a1a4-9216-47f8-a4e3-20fe0de6a518","mh2","Modern Horizons 2"
"484","foil","en","Island","b2c6aa39-2d2a-459c-a555-fb48ba993373","1","95d781a5-2f5e-499f-b210-c4a5c50a180c","mh2","Modern Horizons 2"
"382","","en","Marble Gargoyle","8a1fd464-760c-43d9-829a-424945d91eb9","1","1e9900b8-da89-433b-ada5-f17c82e60c64","mh2","Modern Horizons 2"
"76","","en","Bone Shards","6e760cfe-45b9-4a3f-b2e2-4ca6ec2bd13a","1","1ee98955-4c47-4d45-9377-608dfa755337","mh2","Modern Horizons 2"
"161","","en","Funnel-Web Recluse","6148fcf5-466a-43aa-a0f3-d3d9fae4d883","1","b486c9cf-b0a6-44a4-b4c1-b3f5eed6c294","mh2","Modern Horizons 2"
"168","","en","Jewel-Eyed Cobra","bbfee53c-30a6-4ed0-beef-5c254be75fc5","1","8f8db60d-3adf-45e1-b4d0-3b5e24f5e01d","mh2","Modern Horizons 2"
"107","","en","Vermin Gorger","7b81596b-9487-4be1-a417-6913fa72299d","2","d3166b10-5bc3-4db6-bb5b-81045d98e446","mh2","Modern Horizons 2"
"95","","en","Nested Shambler","bfa882ee-de18-4ef8-8957-3e04ed6e3c1e","1","9851f290-f502-49f8-9b48-67f7966d4e34","mh2","Modern Horizons 2"
"159","","en","Flourishing Strike","98c44298-7b6a-4f98-bcb7-1a63a4c29f87","2","9c4b23a5-d997-4f02-b136-44ee7be51c7b","mh2","Modern Horizons 2"
"21","","en","Marble Gargoyle","8a1fd464-760c-43d9-829a-424945d91eb9","1","0c62efb9-11f2-4f82-af08-4587d58d6e3d","mh2","Modern Horizons 2"
"13","","en","Fairgrounds Patrol","8b0689b5-7c68-46b3-a72a-4f97ef1d0a15","1","237e07ed-24ef-40f7-91fc-fe212d948ca8","mh2","Modern Horizons 2"
"389","","en","Aeromoeba","1e276998-9c54-4d68-a901-657853312d06","1","25de0eb6-94f5-440f-8201-cc7dad2f0805","mh2","Modern Horizons 2"
"152","","en","Chatterstorm","7e6c7b57-bd6a-4ac8-bcab-c3a879f479c2","3","b34f0ac1-6894-4761-b62c-b85d927acf09","mh2","Modern Horizons 2"
"157","","en","Chatter of the Squirrel","b0aaa4b1-5188-43a6-997d-7a9b2ad452bc","1","5f7e1991-9ffa-4a57-b8eb-ebe542a47f09","2xm","Double Masters"
"38","","en","Burdened Aerialist","dd39cccb-095c-4ef4-8423-f4d328849295","1","8387bc7c-2e0a-4ff2-9882-e5e7c92c8463","mh2","Modern Horizons 2"
"42","","en","Floodhound","6dd8ba09-f117-4514-9e09-f9f9f5fb5025","3","a5b1ac05-bd87-4605-8443-0469276e1e3a","mh2","Modern Horizons 2"
